t_sec,frame_delta,luma_mean,luma_spatial_std,sharpness,sharpness_dip_ratio,ssm_novelty,straddle_distance,pan_dx,pan_dy,audio_rms_dbfs,spectral_centroid_hz
0.0,1.1259,107.2645,34.7809,7.2098,0.9961,0.0000,0.0033,0.0000,0.0000,-53.5336,1264.0593
0.1,1.0337,107.5101,34.5610,7.2379,1.0005,0.0000,0.0050,0.0000,0.0000,-21.3441,3946.3825
0.2,1.5257,107.7840,34.3761,7.2616,1.0042,0.0000,0.0068,0.0000,0.0000,-17.4743,1076.3056
0.3,1.0829,108.1391,34.0691,7.2907,1.0084,0.0000,0.0090,0.0000,0.0000,-11.6672,695.5522
0.4,0.9560,108.3994,33.8635,7.2907,1.0086,0.0000,0.0109,0.0000,0.0000,-11.4402,938.0602
0.5,1.8362,108.5308,33.6597,7.2490,1.0041,0.0000,0.0131,0.0000,0.0000,-18.0825,2076.9705
0.6,1.1813,108.8978,33.3763,7.2807,1.0097,0.0000,0.0149,0.0000,0.0000,-18.7650,737.9202
0.7,1.6682,108.9854,33.1855,7.2904,1.0111,0.0000,0.0168,0.0000,0.0000,-22.0230,2138.5119
0.8,1.4182,109.2010,32.9267,7.2839,1.0103,0.0000,0.0189,0.0000,0.0000,-18.9315,2175.5082
0.9,1.1900,109.3600,32.7290,7.2612,1.0310,0.0000,0.0202,0.0000,0.0000,-9.4398,1016.1403
1.0,1.8544,109.5102,32.5167,7.2749,1.0581,0.0000,0.0218,0.0000,0.0000,-9.5229,834.6417
1.1,1.3166,109.7728,32.2085,7.2735,1.0585,0.0000,0.0230,0.0000,0.0000,-16.9065,605.1542
1.2,1.9751,109.9219,32.0101,7.2742,1.0591,0.0000,0.0235,0.0000,0.0000,-15.4032,1302.4579
1.3,1.3847,110.0405,31.6547,7.2313,1.0548,0.0000,0.0238,0.0000,0.0000,-15.3318,1224.7582
1.4,1.2253,110.2970,31.4635,7.2614,1.0611,0.0000,0.0242,0.0000,0.0000,-21.7637,1399.7427
1.5,2.0655,110.4316,31.2214,7.2286,1.0564,0.0000,0.0241,0.0000,0.0000,-19.8726,519.8087
1.6,1.5979,110.7111,30.7924,7.2104,1.0539,0.0476,0.0234,0.0000,0.0000,-26.5395,1226.1942
1.7,1.9332,110.7686,30.4770,6.6046,0.9654,0.0480,0.0226,0.0000,0.0000,-36.5240,954.8187
1.8,1.5548,110.8989,30.1530,6.5960,0.9642,0.0488,0.0229,0.0000,0.0000,-43.7826,671.2526
1.9,1.3478,111.0755,30.0309,6.7837,0.9916,0.0493,0.0225,0.0000,0.0000,-28.4015,1406.8632
2.0,2.2205,111.1074,29.8394,6.7840,0.9917,0.0504,0.0217,0.0000,0.0000,-16.3644,1176.4805
2.1,1.3545,111.1199,29.5574,6.8145,0.9981,0.0518,0.0214,0.0000,0.0000,-18.4431,896.6760
2.2,2.1708,111.2401,29.4038,6.8412,1.0039,0.0519,0.0225,0.0000,0.0000,-20.5719,1361.3687
2.3,1.6384,111.3382,29.1945,6.8754,1.0112,0.0532,0.0239,0.0000,0.0000,-36.1991,3769.9175
2.4,1.5012,111.3146,29.0866,6.8434,1.0088,0.0556,0.0242,0.0000,0.0000,-33.4053,2640.7435
2.5,2.3694,111.3064,29.0005,6.8681,1.0124,0.0592,0.0261,0.0000,0.0000,-35.2349,999.5886
2.6,1.5010,111.4193,28.9291,6.8411,1.0169,0.0631,0.0289,0.0000,0.0000,-39.0282,578.3113
2.7,2.4311,111.4496,28.8595,6.8415,1.0263,0.0672,0.0320,0.0000,0.0000,-38.2489,628.6611
2.8,1.8363,111.4826,28.7431,6.6710,1.0016,0.0719,0.0347,0.0000,0.0000,-37.3093,568.9295
2.9,1.6483,111.4488,28.6792,6.6592,1.0024,0.0760,0.0384,0.0000,0.0000,-35.9352,601.1075
3.0,2.7930,111.4658,28.6363,6.6608,1.0053,0.0797,0.0425,0.0000,0.0000,-36.6005,599.8177
3.1,1.7674,111.5700,28.5811,6.6234,1.0010,0.0838,0.0458,0.0000,0.0000,-35.7899,570.3275
3.2,2.7199,111.5733,28.5806,6.6277,1.0031,0.0877,0.0480,0.0000,0.0000,-35.1965,617.8487
3.3,2.0529,111.7573,28.4934,6.6105,1.0016,0.0922,0.0508,0.0000,0.0000,-35.1142,604.7070
3.4,2.1201,111.8643,28.4321,6.5694,0.9975,0.0965,0.0542,0.0000,0.0000,-33.6618,539.5425
3.5,3.5844,112.0469,28.3272,6.5751,1.0004,0.1013,0.0572,0.0000,0.0000,-32.2939,550.4603
3.6,2.5279,112.4463,28.1934,6.4981,0.9945,0.1060,0.0598,0.0000,0.0000,-31.9819,470.7926
3.7,3.9014,112.5801,28.1910,6.4242,0.9943,0.1099,0.0621,0.0000,0.0000,-30.1434,410.9736
3.8,3.2044,113.0369,28.0937,6.3482,0.9940,0.1125,0.0624,0.0000,0.0000,-28.6559,459.7673
3.9,3.0030,113.4137,28.0790,6.2600,0.9809,0.1131,0.0627,0.0000,0.0000,-29.8343,505.7692
4.0,4.6065,113.8455,28.0604,6.2069,0.9725,0.1119,0.0610,0.0000,0.0000,-29.6891,491.7843
4.1,3.2168,114.4665,28.0912,6.0710,0.9513,0.1107,0.0602,0.0000,0.0000,-28.9722,495.6034
4.2,4.5582,114.7422,28.1606,6.0022,0.9405,0.1080,0.0598,0.0000,0.0000,-28.3990,495.1094
4.3,3.5482,115.1104,28.3400,5.9268,0.9286,0.1052,0.0608,0.0000,0.0000,-28.9759,466.1241
4.4,3.3662,115.3353,28.4290,5.8414,0.9153,0.1011,0.0618,0.0000,0.0000,-28.5372,511.4615
4.5,5.1739,115.6168,28.3943,5.7973,0.9106,0.0963,0.0617,0.0000,0.0000,-28.5262,534.2642
4.6,3.7416,115.9586,28.1244,5.7191,0.9009,0.0910,0.0606,0.0000,0.0000,-29.7765,546.2772
4.7,5.4470,116.3408,27.7334,5.6574,0.8974,0.0837,0.0579,0.0000,0.0000,-29.4821,550.9883
4.8,4.2941,116.9436,27.1209,5.6305,0.9033,0.0754,0.0545,0.0000,0.0000,-29.2626,593.3177
4.9,5.3390,117.1322,26.8612,5.5392,0.8956,0.0668,0.0491,0.0000,0.0000,-27.0476,507.4376
5.0,5.5229,117.7567,26.7493,5.4905,0.8976,0.0581,0.0435,0.0000,0.0000,-29.8033,569.9372
5.1,4.1603,118.0904,26.8835,5.4381,0.8983,0.0497,0.0364,0.0000,0.0000,-28.6386,517.3226
5.2,5.8136,117.9325,26.9860,5.4191,0.9002,0.0422,0.0294,0.0000,0.0000,-28.0864,491.0460
5.3,4.5905,117.8447,27.1938,5.4282,0.9052,0.0374,0.0216,0.0000,0.0000,-31.5679,495.3337
5.4,4.3222,117.3325,27.4589,5.4281,0.9109,0.0350,0.0154,0.0000,0.0000,-31.0257,429.7822
5.5,6.4070,117.3515,27.5640,5.4061,0.9164,0.0349,0.0127,0.0000,0.0000,-32.1524,519.9426
5.6,5.1435,118.1769,27.5502,5.3833,0.9192,0.0374,0.0136,0.0000,0.0000,-30.7060,517.1321
5.7,7.6001,118.6659,27.5064,5.3485,0.9191,0.0411,0.0183,0.0000,0.0000,-32.6790,599.8934
5.8,6.6130,119.0005,27.5238,5.3827,0.9306,0.0468,0.0254,0.0000,0.0000,-33.7019,607.6563
5.9,6.8711,118.8932,27.5252,5.3562,0.9323,0.0540,0.0377,0.0000,0.0000,-24.3714,1799.3073
6.0,9.3412,118.2611,27.3646,5.3338,0.9377,0.0623,0.0454,0.0000,0.0000,-19.9012,594.1516
6.1,7.1535,119.5071,27.1640,5.3204,0.9427,0.0722,0.0502,0.0000,-1.0000,-22.6332,635.5726
6.2,10.5442,120.2620,26.9215,5.3253,0.9480,0.0800,0.0576,0.0000,0.0000,-30.4057,666.3335
6.3,8.4371,121.3645,26.9474,6.4162,1.1516,0.0854,0.0646,0.0000,-1.0000,-34.6618,663.5641
6.4,8.5333,121.8903,26.9953,6.4172,1.1590,0.0887,0.0692,0.0000,-1.0000,-24.1200,2352.5519
6.5,11.9033,122.3327,26.9135,6.4534,1.1707,0.0894,0.0721,0.0000,-1.0000,-12.5940,1226.0313
6.6,9.4898,122.9429,26.5083,6.4914,1.1880,0.0885,0.0794,0.0000,-1.0000,-11.3207,798.6711
6.7,12.3809,122.3727,26.5461,6.4714,1.1911,0.0858,0.0855,0.0000,-1.0000,-14.9418,642.1306
6.8,9.9814,122.7384,26.5492,6.4728,1.1925,0.0837,0.0873,0.0000,-1.0000,-19.8010,797.9377
6.9,9.8945,123.4995,26.5631,6.3848,1.1772,0.0828,0.0854,0.0000,-1.0000,-27.2166,1119.5569
7.0,13.1928,123.9493,26.7055,6.3479,1.1728,0.0831,0.0857,0.0000,-1.0000,-32.6976,878.3705
7.1,10.6338,123.7266,26.8373,6.1631,1.1424,0.0866,0.0854,0.0000,-1.0000,-29.3467,1863.2337
7.2,13.1602,122.8421,26.6262,6.0370,1.1215,0.0914,0.0817,0.0000,-1.0000,-15.9635,1309.0495
7.3,10.2321,122.5978,26.1697,5.9907,1.1157,0.1003,0.0762,0.0000,-1.0000,-14.4915,617.6063
7.4,10.3836,122.5327,26.1379,5.8713,1.0969,0.1133,0.0728,0.0000,-1.0000,-21.3199,3787.2510
7.5,14.3329,122.2067,26.3366,5.7707,1.0804,0.1277,0.0775,0.0000,-1.0000,-17.7997,1212.9102
7.6,12.0498,122.4132,26.4628,5.6038,1.0515,0.1275,0.0953,0.0000,-1.0000,-20.7003,840.8853
7.7,15.2496,121.0540,26.8981,5.5341,1.0397,0.1372,0.1259,0.0000,-1.0000,-24.6322,2073.0821
7.8,12.1410,120.0029,26.7614,5.3060,0.9987,0.1379,0.1666,0.0000,-1.0000,-23.9279,988.7982
7.9,12.3203,120.8899,26.2482,5.1269,0.9828,0.1431,0.2073,0.0000,-1.0000,-29.0273,847.9506
8.0,16.5316,121.5174,26.3460,5.0224,0.9897,0.1488,0.2388,0.0000,-1.0000,-32.9515,799.7228
8.1,13.2904,120.9018,27.3925,4.7785,0.9751,0.1512,0.2607,1.0000,-1.0000,-24.1379,1276.1698
8.2,16.4967,118.0562,27.1542,4.6400,0.9853,0.1473,0.2728,0.0000,-1.0000,-21.9410,2763.2317
8.3,12.6695,113.5800,26.1279,4.4617,0.9804,0.1525,0.2722,1.0000,-1.0000,-24.7426,3060.3083
8.4,12.2139,110.7701,26.1169,4.2904,0.9804,0.1551,0.2037,0.0000,-1.0000,-23.2694,1493.6659
8.5,14.7710,107.5734,25.8784,4.1288,0.9808,0.1568,0.1641,0.0000,-1.0000,-23.5833,758.9391
8.6,11.6605,105.8927,26.7728,4.0525,0.9907,0.1552,0.1322,1.0000,-1.0000,-28.6292,1369.6953
8.7,16.1914,105.4400,27.2637,3.9771,0.9906,0.1594,0.1397,0.0000,-1.0000,-29.4789,1088.5677
8.8,14.0334,108.7830,27.0459,3.7889,0.9758,0.1633,0.1989,0.0000,-2.0000,-31.7236,829.4465
8.9,12.8436,113.7176,24.9124,2.5868,0.7727,0.1734,0.3130,1.0000,-1.0000,-30.7019,902.4986
9.0,18.8304,118.5148,23.0749,2.4068,0.7189,0.1804,0.3621,1.0000,-1.0000,-29.7936,1125.4435
9.1,15.8110,126.8801,21.7630,1.8907,0.5647,0.1722,0.3794,1.0000,-2.0000,-30.3230,1153.3434
9.2,20.1101,132.1284,24.6582,1.7839,0.5328,0.1365,0.3770,1.0000,-1.0000,-30.9644,1282.4976
9.3,12.6921,122.8445,19.3144,1.7013,0.5081,0.1310,0.3692,1.0000,-2.0000,-31.5821,986.3432
9.4,10.6089,120.1946,17.9514,1.5202,0.4541,0.1099,0.3020,1.0000,-1.0000,-30.9243,828.0224
9.5,14.6766,120.7973,17.9610,1.4067,0.4202,0.0949,0.2568,1.0000,-1.0000,-31.4930,924.9604
9.6,12.4760,123.1040,16.6397,1.1941,0.3567,0.0854,0.1602,1.0000,-2.0000,-30.8173,857.6179
9.7,17.4627,126.1066,17.1455,1.0169,0.3037,0.0796,0.1267,1.0000,-2.0000,-31.3241,832.4674
9.8,7.7582,115.0777,14.2932,0.9976,0.2980,0.0797,0.1108,1.0000,-3.0000,-30.4501,759.7414
9.9,9.4706,117.6494,13.9398,0.9032,0.2698,0.0865,0.1349,1.0000,0.0000,-29.6205,786.9867
10.0,10.1109,118.3848,13.4886,0.8208,0.2452,0.1019,0.2006,4.0000,0.0000,-30.5535,660.9397
10.1,7.7857,122.8681,12.5491,0.7331,0.2190,0.1240,0.2575,0.0000,1.0000,-31.6605,709.5657
10.2,11.7650,121.4150,13.0514,0.6961,0.2079,0.1624,0.3088,0.0000,1.0000,-30.8806,626.5672
10.3,8.9732,113.7798,16.1898,0.6616,0.1976,0.2071,0.3692,0.0000,2.0000,-32.7495,722.9176
10.4,9.5120,108.7735,16.7683,0.6293,0.1880,0.2365,0.4251,5.0000,3.0000,-31.4959,597.8469
10.5,11.8420,101.1525,16.1420,0.6504,0.1943,0.2550,0.4219,-1.0000,2.0000,-31.7443,664.3633
10.6,8.7123,97.6447,12.8737,0.5411,0.1616,0.2623,0.3689,0.0000,0.0000,-33.7032,775.7795
10.7,11.7505,100.0136,11.8498,0.4813,0.1438,0.2483,0.3486,0.0000,0.0000,-30.2843,597.3742
10.8,6.2472,107.3616,9.1989,0.7503,0.2241,0.2112,0.3036,0.0000,0.0000,-23.9645,453.9168
10.9,5.2604,110.7709,7.8332,0.7837,0.2341,0.1979,0.2336,0.0000,0.0000,-28.5526,594.7714
11.0,6.2562,113.0829,7.5390,0.7998,0.2389,0.1796,0.1623,0.0000,0.0000,-28.7109,530.0889
11.1,5.2077,114.6985,6.8844,1.2358,0.3691,0.1718,0.1496,0.0000,0.0000,-28.6911,1661.3310
11.2,10.3000,113.4717,6.7520,1.2675,0.3786,0.1661,0.1347,0.0000,0.0000,-18.9525,1693.4203
11.3,11.0743,115.8792,14.2728,2.9070,0.8683,0.1654,0.1223,0.0000,0.0000,-13.8717,1314.2248
11.4,6.8983,112.9256,24.5393,4.8690,1.2523,0.1610,0.1207,0.0000,0.0000,-13.4551,1164.4542
11.5,9.9841,112.6176,25.5530,5.3512,1.0472,0.1551,0.1223,0.0000,0.0000,-20.3209,3472.1391
11.6,6.9811,112.7603,26.6895,5.5343,1.0168,0.1509,0.1168,0.0000,0.0000,-18.5268,1812.8209
11.7,10.5952,112.2576,27.5058,5.7922,1.0228,0.1506,0.1032,0.0000,0.0000,-20.5297,3548.1097
11.8,8.3911,111.1784,29.2553,6.2021,1.0342,0.1574,0.0983,0.0000,0.0000,-8.6788,795.2593
11.9,7.8994,110.2370,30.1567,6.3843,1.0145,0.1723,0.1033,0.0000,0.0000,-22.2837,2744.2464
12.0,10.7377,109.0992,30.8001,6.6411,1.0197,0.1899,0.1200,0.0000,0.0000,-14.9198,980.0212
12.1,7.0867,108.5004,30.7988,7.0536,1.0301,0.2068,0.1450,0.0000,0.0000,-17.3525,621.1154
12.2,9.4502,108.7275,31.4642,7.3505,1.0206,0.2282,0.1811,0.0000,0.0000,-25.1083,1351.4718
12.3,6.9630,108.8881,33.2255,7.7007,1.0442,0.2507,0.2207,0.0000,0.0000,-32.1857,2110.4229
12.4,6.5599,108.3645,34.5195,7.3993,0.9848,0.2607,0.2459,0.0000,0.0000,-26.7049,698.0247
12.5,7.9429,107.7928,36.1240,7.6273,0.9952,0.2635,0.2436,0.0000,0.0000,-34.0787,680.3135
12.6,4.1134,107.5184,37.6364,8.5316,1.0512,0.2555,0.2282,0.0000,0.0000,-35.2871,2504.0883
12.7,5.8520,107.1576,38.0071,8.6855,1.0089,0.2336,0.2037,0.0000,0.0000,-29.8823,2932.7569
12.8,4.2414,106.5856,38.5529,8.9254,1.0136,0.2153,0.1723,0.0000,0.0000,-10.2730,761.1270
12.9,3.9291,106.2881,38.7548,8.9909,1.0037,0.2003,0.1344,0.0000,0.0000,-11.1794,842.5488
13.0,5.5819,105.9057,38.8144,9.1101,1.0066,0.1940,0.1069,0.0000,0.0000,-13.6933,1700.3176
13.1,3.7113,105.2515,38.7452,9.3251,1.0117,0.1899,0.0907,0.0000,0.0000,-15.7861,957.3580
13.2,5.4626,104.8560,38.8662,9.5053,1.0096,0.1838,0.0849,0.0000,0.0000,-21.6582,1979.6089
13.3,3.7886,103.9784,39.3790,9.7403,1.0122,0.1781,0.0831,0.0000,0.0000,-20.2603,1345.5155
13.4,3.7559,103.4036,39.8521,9.8630,1.0063,0.1692,0.0839,0.0000,0.0000,-11.1811,966.8885
13.5,4.9470,102.8070,40.4745,10.0493,1.0141,0.1573,0.0842,0.0000,0.0000,-10.5396,1004.3283
13.6,3.2404,102.2190,41.2133,10.2213,1.0218,0.1413,0.0817,0.0000,0.0000,-19.7666,1361.2249
13.7,4.1346,102.0739,41.4137,10.3335,1.0261,0.1237,0.0757,0.0000,0.0000,-14.5896,1218.1128
13.8,2.7856,101.7769,41.4911,10.3436,1.0220,0.1071,0.0659,0.0000,0.0000,-24.2990,1799.1727
13.9,2.5314,101.6576,41.5606,10.4069,1.0251,0.0922,0.0538,0.0000,0.0000,-17.8205,1167.7252
14.0,4.2640,101.3939,41.6306,10.4389,1.0275,0.0795,0.0412,0.0000,0.0000,-18.7843,931.3877
14.1,2.4929,100.5771,42.0161,9.9562,0.9795,0.0687,0.0308,0.0000,0.0000,-26.7348,1305.9880
14.2,2.9851,100.4657,42.0523,10.1946,1.0020,0.0576,0.0226,0.0000,0.0000,-22.7689,910.6008
14.3,1.8561,100.2898,42.1419,10.1985,1.0009,0.0489,0.0170,0.0000,0.0000,-24.9949,522.4202
14.4,1.7553,100.2897,42.1631,10.2411,1.0044,0.0404,0.0117,0.0000,0.0000,-28.2537,856.5849
14.5,2.2928,100.2312,42.2206,10.2542,1.0053,0.0334,0.0088,0.0000,0.0000,-29.1785,1328.2096
14.6,1.5305,100.1418,42.2407,10.2564,1.0047,0.0273,0.0066,0.0000,0.0000,-31.2425,1170.2476
14.7,2.0675,100.1967,42.3485,10.3481,1.0127,0.0225,0.0046,0.0000,0.0000,-45.0575,1038.5594
14.8,0.9837,99.8945,42.4161,10.1636,0.9934,0.0193,0.0034,0.0000,0.0000,-45.7990,1221.5396
14.9,1.5161,99.8911,42.5085,10.1652,0.9920,0.0170,0.0030,0.0000,0.0000,-43.9272,893.5894
15.0,1.7557,99.5368,42.7071,10.2011,0.9947,0.0163,0.0035,0.0000,0.0000,-45.8214,1134.4699
15.1,4.5514,100.0489,42.5959,10.0926,0.9838,0.0169,0.0043,0.0000,0.0000,-56.0956,792.2235
15.2,3.2474,99.9576,42.5383,10.1493,0.9859,0.0192,0.0055,0.0000,0.0000,-55.1511,771.0021
15.3,3.5216,99.8627,42.5453,10.1838,0.9858,0.0226,0.0080,0.0000,0.0000,-56.0220,791.3624
15.4,5.3998,99.7007,42.5684,10.1546,0.9823,0.0269,0.0109,0.0000,0.0000,-55.1245,805.1106
15.5,4.3445,99.8174,42.6445,10.2156,0.9882,0.0328,0.0147,0.0000,0.0000,-54.9208,791.5132
15.6,7.0859,99.8215,42.7791,10.2611,0.9926,0.0399,0.0188,0.0000,0.0000,-55.0367,813.9635
15.7,5.2787,99.8372,42.9756,10.3274,0.9990,0.0484,0.0237,0.0000,0.0000,-54.3732,783.7358
15.8,5.5207,99.8031,43.0924,10.3606,1.0022,0.0576,0.0298,0.0000,0.0000,-53.5377,784.0098
15.9,8.0167,99.7420,43.1359,10.4264,1.0085,0.0684,0.0349,0.0000,0.0000,-54.3091,843.1826
16.0,6.4034,99.7421,43.2121,10.5091,1.0165,0.0803,0.0406,0.0000,0.0000,-54.2330,848.5595
16.1,9.9965,99.8079,43.2138,10.5406,1.0196,0.0930,0.0465,0.0000,0.0000,-52.4399,853.3634
16.2,7.4908,99.8464,43.3159,10.5691,1.0223,0.1071,0.0532,0.0000,-1.0000,-51.8701,958.2617
16.3,7.4331,99.9374,43.3277,10.6597,1.0314,0.1206,0.0616,0.0000,0.0000,-51.3306,938.3539
16.4,10.4840,99.9994,43.4006,10.7318,1.0416,0.1341,0.0707,0.0000,0.0000,-50.2817,1026.1922
16.5,8.2149,100.1747,43.5432,10.7292,1.0447,0.1486,0.0816,0.0000,-1.0000,-50.4192,1001.8879
16.6,12.2724,100.2620,43.6892,10.7591,1.0488,0.1621,0.0898,0.0000,0.0000,-50.6408,943.9011
16.7,9.3137,100.2489,43.7950,10.7819,1.0510,0.1769,0.0996,0.0000,-1.0000,-50.7901,868.8207
16.8,8.9683,100.2075,43.7251,10.7515,1.0480,0.1904,0.1074,0.0000,0.0000,-50.9181,890.0156
16.9,12.7716,100.0918,43.7099,10.7789,1.0507,0.2044,0.1147,0.0000,0.0000,-51.4233,945.8180
17.0,9.5289,100.1035,43.6551,11.0810,1.0802,0.2185,0.1213,0.0000,-1.0000,-24.0770,1079.9438
17.1,13.5690,100.1661,43.5315,11.0648,1.0786,0.2303,0.1269,0.0000,0.0000,-11.6997,761.5881
17.2,10.4593,100.1918,43.4456,11.0192,1.0763,0.2412,0.1338,0.0000,-1.0000,-15.1593,1052.2281
17.3,10.0230,100.0580,43.4311,10.9410,1.0718,0.2489,0.1389,0.0000,-1.0000,-9.7318,905.4957
17.4,13.6686,99.7419,43.4064,10.8574,1.0636,0.2558,0.1451,0.0000,-1.0000,-10.9080,1058.7073
17.5,10.6559,99.2272,43.3318,10.6622,1.0445,0.2598,0.1514,0.0000,-1.0000,-16.2333,1055.9629
17.6,15.0342,98.8594,43.3360,10.5982,1.0391,0.2625,0.1566,0.0000,-1.0000,-21.8101,1019.0994
17.7,11.6043,97.9751,43.1236,10.4096,1.0206,0.2632,0.1616,0.0000,-1.0000,-23.7251,3723.9752
17.8,10.7306,97.2215,43.0862,10.3426,1.0140,0.2599,0.1677,0.0000,-1.0000,-17.0543,1472.3615
17.9,14.6654,96.6438,43.0459,10.2792,1.0083,0.2570,0.1709,0.0000,-1.0000,-10.8036,818.5821
18.0,11.7784,95.9692,43.1271,10.1735,0.9979,0.2525,0.1700,0.0000,-1.0000,-11.8806,1082.9416
18.1,16.0143,95.6701,43.1289,10.1195,0.9973,0.2455,0.1667,0.0000,-1.0000,-15.8700,514.5119
18.2,11.9778,95.3794,43.0788,10.0382,0.9960,0.2381,0.1605,0.0000,-1.0000,-20.9777,935.9185
18.3,11.9700,95.3868,42.9983,9.9969,0.9979,0.2284,0.1523,0.0000,-1.0000,-29.8354,779.1941
18.4,15.9445,95.2283,43.0533,9.4630,0.9726,0.2218,0.1431,0.0000,-1.0000,-46.1221,1019.9659
18.5,12.4660,94.4640,43.3343,9.3399,0.9935,0.2181,0.1347,0.0000,-1.0000,-47.6368,897.0115
18.6,17.5384,93.5431,43.5894,9.2989,0.9978,0.2169,0.1318,0.0000,-1.0000,-47.5044,885.9959
18.7,13.5250,91.7883,44.1177,9.1865,0.9939,0.2207,0.1308,0.0000,-1.0000,-47.7407,889.7835
18.8,12.7602,90.7139,44.2704,9.0666,0.9934,0.2274,0.1339,0.0000,-1.0000,-47.2066,853.5558
18.9,16.8639,89.7670,44.1515,9.0186,0.9973,0.2376,0.1409,0.0000,-1.0000,-47.2963,844.4892
19.0,12.8992,88.6242,43.9939,8.8646,0.9914,0.2519,0.1513,0.0000,-1.0000,-45.7645,837.2160
19.1,16.9475,88.1307,43.8646,8.8106,0.9969,0.2669,0.1652,0.0000,-1.0000,-46.8993,836.4863
19.2,12.8527,88.1172,43.5446,8.5488,0.9849,0.2838,0.1822,0.0000,-1.0000,-46.0728,794.8335
19.3,12.3988,88.0424,43.3447,8.4447,0.9939,0.2987,0.2033,0.0000,-1.0000,-45.2854,756.4032
19.4,16.0431,87.9218,43.1341,8.3640,0.9952,0.3125,0.2231,0.0000,-1.0000,-47.1222,870.5134
19.5,12.4959,87.8758,42.8593,8.1427,0.9866,0.3260,0.2392,0.0000,-1.0000,-46.6278,846.4430
19.6,16.5526,87.5791,42.8202,7.9679,0.9892,0.3361,0.2473,0.0000,-1.0000,-46.0318,877.7357
19.7,12.4030,87.1731,42.5214,7.6705,0.9810,0.3430,0.2520,0.0000,-1.0000,-45.6497,831.6059
19.8,11.8105,86.5292,42.5999,7.4672,0.9866,0.3450,0.2525,0.0000,-1.0000,-45.4837,847.0359
19.9,14.7482,86.0790,42.6666,7.2914,0.9881,0.3435,0.2484,0.0000,-1.0000,-45.8512,882.5021
20.0,11.6463,85.1590,42.9346,7.0478,0.9830,0.3373,0.2435,0.0000,-1.0000,-44.7876,843.7600
20.1,15.5583,84.4059,43.0807,6.8771,0.9877,0.3249,0.2355,0.0000,-1.0000,-45.3884,904.2099
20.2,12.1256,82.9815,43.0507,6.6894,0.9862,0.3097,0.2250,0.0000,-1.0000,-45.3703,828.4014
20.3,11.9801,81.9948,43.0511,6.5559,0.9883,0.2894,0.2099,0.0000,-1.0000,-45.5541,863.2495
20.4,15.5291,80.8110,42.8419,6.4234,0.9781,0.2684,0.1910,0.0000,-1.0000,-44.8580,807.6448
20.5,12.4344,79.4782,42.6408,6.2658,0.9655,0.2480,0.1687,0.0000,-1.0000,-46.4212,865.9111
20.6,16.5086,78.7937,42.6248,6.5780,1.0360,0.2275,0.1474,0.0000,-1.0000,-45.6083,799.5823
20.7,12.0964,77.8661,42.7611,6.2755,1.0008,0.2101,0.1309,0.0000,-1.0000,-22.5207,1973.2128
20.8,11.8038,77.7842,42.5757,6.0541,0.9828,0.1942,0.1173,0.0000,-1.0000,-13.6804,916.5943
20.9,14.7759,77.9359,42.4381,5.8338,0.9815,0.1812,0.1086,0.0000,-1.0000,-20.9488,4027.1615
21.0,11.8023,78.4279,42.1165,5.6584,0.9847,0.1701,0.1049,0.0000,-1.0000,-13.7339,1172.1327
21.1,15.6290,78.2292,41.7093,5.5618,0.9914,0.1601,0.1049,0.0000,-1.0000,-15.1293,883.0667
21.2,11.9773,77.6095,41.0579,5.4523,0.9901,0.1515,0.1058,0.0000,-1.0000,-10.8885,1144.4677
21.3,11.8809,77.4873,40.8036,5.2995,0.9858,0.1433,0.1086,0.0000,-1.0000,-13.4588,1129.6071
21.4,15.8922,77.5211,40.7385,5.1871,0.9893,0.1366,0.1102,0.0000,-1.0000,-22.0742,1493.8865
21.5,10.5793,76.1420,39.8708,4.9414,0.9757,0.1307,0.1075,-1.0000,-2.0000,-13.3418,1272.5842
21.6,13.1626,75.9911,39.4847,4.6270,0.9666,0.1244,0.0995,0.0000,-1.0000,-19.1277,2431.1248
21.7,10.7791,77.0916,38.8123,4.5530,0.9834,0.1182,0.0917,0.0000,-1.0000,-21.8809,843.2472
21.8,10.7520,77.6809,38.5524,4.5390,0.9889,0.1113,0.0826,0.0000,-1.0000,-24.1392,2621.2909
21.9,14.8944,78.0539,38.5655,4.6327,1.0191,0.1052,0.0754,0.0000,-1.0000,-19.4636,3873.6771
22.0,10.3801,78.5423,38.1049,4.4682,0.9921,0.0999,0.0711,-1.0000,-2.0000,-11.3383,1199.0577
22.1,12.6835,78.0569,37.6994,4.3370,0.9851,0.0942,0.0705,0.0000,0.0000,-23.3766,1674.1014
22.2,9.5766,76.8843,36.9842,4.2441,0.9892,0.0894,0.0731,0.0000,-1.0000,-12.4450,824.8244
22.3,8.4514,76.3348,36.3745,4.0147,0.9722,0.0853,0.0741,0.0000,0.0000,-15.3492,1064.7027
22.4,10.3610,75.8426,35.7449,3.8372,0.9340,0.0825,0.0732,0.0000,0.0000,-21.3421,853.1297
22.5,6.3457,73.7211,34.3535,3.6852,0.8970,0.0814,0.0693,0.0000,0.0000,-24.7500,1142.0425
22.6,7.3574,73.1815,33.3799,3.5423,0.8663,0.0807,0.0654,0.0000,0.0000,-33.0456,3456.9480
22.7,5.5265,73.5589,32.6390,3.5634,0.8874,0.0810,0.0624,0.0000,0.0000,-24.4891,585.6360
