t_sec,frame_delta,luma_mean,luma_spatial_std,sharpness,sharpness_dip_ratio,ssm_novelty,straddle_distance,pan_dx,pan_dy,audio_rms_dbfs,spectral_centroid_hz
255.8,0.8650,98.8547,53.1619,9.9138,1.0277,0.0019,0.0013,0.0000,0.0000,-19.6350,1978.2303
255.9,0.9815,98.7694,53.2732,9.9328,1.0297,0.0019,0.0017,0.0000,0.0000,-23.7234,2448.5470
256.0,1.3217,98.6977,53.4325,9.9491,1.0314,0.0020,0.0023,0.0000,0.0000,-21.7507,927.0746
256.1,1.0049,99.6267,54.0507,9.8583,1.0220,0.0022,0.0030,0.0000,0.0000,-25.6877,1336.6370
256.2,2.3776,99.6741,53.8886,9.8180,1.0178,0.0028,0.0033,0.0000,0.0000,-28.4591,1111.0828
256.3,1.4755,98.7355,53.2117,9.6378,0.9991,0.0037,0.0034,0.0000,0.0000,-25.7466,1086.4756
256.4,0.9963,98.0289,52.8037,9.6040,0.9956,0.0046,0.0038,0.0000,0.0000,-15.4130,3258.5929
256.5,1.1033,97.9872,52.6946,9.6433,0.9997,0.0055,0.0041,0.0000,0.0000,-20.4368,933.0088
256.6,0.9866,97.9567,52.6644,9.6699,1.0025,0.0070,0.0042,0.0000,0.0000,-10.8739,1361.7403
256.7,1.6442,98.1059,52.6447,9.6716,1.0026,0.0088,0.0040,0.0000,0.0000,-9.6309,886.9570
256.8,2.4327,97.9370,52.5574,9.6635,1.0024,0.0112,0.0043,0.0000,0.0000,-10.0622,971.5941
256.9,3.0521,97.7550,52.6194,9.6766,1.0058,0.0139,0.0051,0.0000,0.0000,-11.7863,711.3545
257.0,4.9978,97.4980,52.6516,9.6028,0.9999,0.0170,0.0065,0.0000,0.0000,-14.1984,1080.8467
257.1,3.3886,97.0889,52.7357,9.5348,0.9965,0.0203,0.0090,0.0000,0.0000,-17.5656,1004.5282
257.2,5.0577,96.8093,52.8462,9.4583,0.9960,0.0239,0.0124,0.0000,0.0000,-13.3343,1018.3977
257.3,5.8310,96.3619,52.8578,9.3670,0.9951,0.0277,0.0160,0.0000,0.0000,-13.9173,1076.4734
257.4,6.4129,95.9768,52.9679,9.2889,0.9958,0.0316,0.0205,0.0000,0.0000,-17.5639,829.2836
257.5,8.2909,95.8139,52.8988,9.1076,0.9901,0.0356,0.0246,0.0000,0.0000,-20.0383,915.8553
257.6,6.4010,95.2337,53.1457,8.9169,0.9894,0.0394,0.0273,0.0000,0.0000,-22.0265,1138.1082
257.7,7.4149,94.3425,53.3936,8.1056,0.9523,0.0427,0.0302,0.0000,0.0000,-23.7429,1324.0256
257.8,8.3760,93.9372,53.4394,7.9928,0.9930,0.0449,0.0315,0.0000,0.0000,-20.3354,1089.6689
257.9,8.2533,93.1001,53.8597,7.8005,0.9878,0.0472,0.0321,0.0000,0.0000,-17.9804,1044.7603
258.0,9.9767,92.1956,54.1438,7.6692,0.9839,0.0489,0.0302,0.0000,0.0000,-21.4155,1208.5489
258.1,7.6381,91.0162,54.4465,7.5238,0.9735,0.0502,0.0289,-1.0000,0.0000,-21.2325,1297.0710
258.2,8.7033,90.7521,54.5030,7.7882,1.0185,0.0503,0.0272,0.0000,0.0000,-23.0852,1594.7501
258.3,9.9038,89.8595,54.5889,7.6243,1.0066,0.0508,0.0258,0.0000,0.0000,-10.7556,739.1986
258.4,6.9956,88.5456,54.8815,7.2437,0.9810,0.0509,0.0250,0.0000,0.0000,-7.9167,886.4907
258.5,9.7195,88.0146,54.9663,7.0757,0.9697,0.0505,0.0240,0.0000,0.0000,-11.2893,1069.8167
258.6,6.9778,87.0600,55.3096,6.8387,0.9372,0.0507,0.0235,0.0000,0.0000,-16.1742,810.6897
258.7,8.5111,86.1897,55.7867,6.7051,0.9189,0.0507,0.0232,0.0000,0.0000,-13.0954,1046.8414
258.8,9.8292,85.2585,55.9360,6.5816,0.9020,0.0514,0.0239,0.0000,0.0000,-17.4770,1414.8616
258.9,7.2341,84.7768,55.8196,6.4590,0.8961,0.0529,0.0238,0.0000,0.0000,-18.6659,1013.9408
259.0,9.8038,84.2780,55.8546,6.3691,0.8940,0.0546,0.0242,0.0000,0.0000,-20.6887,1314.2733
259.1,8.1119,83.2122,55.9833,6.2401,0.8954,0.0568,0.0249,0.0000,0.0000,-23.0026,1240.0174
259.2,8.4061,83.4222,55.7591,6.6318,0.9670,0.0593,0.0255,0.0000,0.0000,-17.6939,868.5821
259.3,9.8471,82.7119,55.7156,6.5961,0.9630,0.0629,0.0255,0.0000,0.0000,-12.0783,1006.9885
259.4,7.1928,81.8813,55.5248,6.3711,0.9308,0.0671,0.0262,0.0000,0.0000,-13.9576,2991.7575
259.5,10.2459,81.3336,55.4616,6.2945,0.9200,0.0711,0.0291,0.0000,0.0000,-10.7715,626.4548
259.6,7.4746,80.8622,55.1801,6.2439,0.9140,0.0763,0.0335,0.0000,0.0000,-14.7299,941.0371
259.7,9.2499,80.5650,54.9069,6.1285,0.8971,0.0814,0.0400,0.0000,0.0000,-19.6085,3054.7314
259.8,10.8975,79.3927,54.7607,6.1234,0.8964,0.0875,0.0476,0.0000,0.0000,-12.9339,1787.4300
259.9,8.2190,79.1752,54.2981,6.0444,0.8848,0.0937,0.0563,0.0000,0.0000,-9.0301,749.6657
260.0,12.4425,78.7285,54.1347,5.9361,0.8689,0.0993,0.0644,0.0000,0.0000,-10.3544,848.6278
260.1,12.7546,79.3820,53.8067,6.1649,0.9024,0.1051,0.0696,0.0000,0.0000,-13.8060,1043.3360
260.2,11.2373,80.3721,53.3049,6.3269,0.9261,0.1093,0.0746,-2.0000,1.0000,-13.6765,884.6349
260.3,16.0013,80.2889,52.9288,6.5610,0.9604,0.1112,0.0788,-2.0000,1.0000,-15.6633,1521.0385
260.4,11.7506,80.5529,52.2027,6.7301,0.9852,0.1120,0.0846,-3.0000,1.0000,-18.9903,1108.0523
260.5,16.2082,80.3315,51.9537,6.7109,0.9823,0.1108,0.0884,-2.0000,1.0000,-21.4454,1631.1883
260.6,14.7259,80.0538,51.5048,6.8620,1.0045,0.1103,0.0901,-3.0000,1.0000,-18.8176,1075.6569
260.7,12.5213,80.3549,51.0192,6.8444,1.0019,0.1083,0.0906,-3.0000,1.0000,-16.8399,3752.3391
260.8,17.6180,80.3460,50.5194,7.1725,1.0499,0.1056,0.0910,-2.0000,1.0000,-17.3579,1418.3947
260.9,13.0636,81.1641,49.7470,7.3498,1.0759,0.1032,0.0905,-3.0000,1.0000,-19.4664,1051.2582
261.0,18.8902,81.5042,49.4468,7.4035,1.0837,0.0999,0.0865,-2.0000,1.0000,-22.8724,3152.7472
261.1,16.7958,82.6022,48.4892,7.7018,1.1274,0.0973,0.0818,-3.0000,1.0000,-23.9035,1328.9674
261.2,14.1797,83.0707,47.8932,7.6184,1.1217,0.0932,0.0752,-2.0000,1.0000,-26.7759,1018.1089
261.3,19.1919,82.0862,47.5102,6.7595,0.9952,0.0902,0.0688,-1.0000,1.0000,-28.2955,1062.4416
261.4,13.2229,81.7812,46.7302,6.8536,1.0091,0.0888,0.0647,-3.0000,1.0000,-27.7194,1007.5101
261.5,19.0849,81.3471,46.5631,6.8451,1.0078,0.0882,0.0628,-1.0000,0.0000,-29.4976,912.0974
261.6,16.0398,80.1264,45.8158,6.8244,1.0048,0.0905,0.0622,-3.0000,1.0000,-24.6845,853.8270
261.7,12.4932,79.2564,45.4861,6.6366,0.9771,0.0932,0.0638,-2.0000,1.0000,-20.1937,670.7187
261.8,18.8093,78.4474,45.2318,6.7233,0.9899,0.0970,0.0689,-1.0000,0.0000,-24.0951,730.1630
261.9,15.4656,77.3460,44.4579,6.6524,0.9734,0.1023,0.0737,-2.0000,1.0000,-25.2607,1009.9038
262.0,16.1887,76.6618,43.9898,6.5389,0.9568,0.1073,0.0785,-2.0000,1.0000,-18.7120,878.8659
262.1,15.8550,76.5409,43.1674,6.8548,1.0030,0.1125,0.0834,-2.0000,1.0000,-18.1388,546.7653
262.2,12.8196,76.4768,42.4917,6.8660,1.0046,0.1174,0.0881,-2.0000,1.0000,-20.9095,699.5608
262.3,20.1150,76.4481,42.2923,6.9330,1.0144,0.1222,0.0918,-1.0000,1.0000,-22.8043,741.5499
262.4,16.5053,76.8651,41.3947,7.4502,1.0901,0.1271,0.0929,-2.0000,1.0000,-15.6629,1410.8504
262.5,16.4345,76.2903,40.4861,7.2750,1.0645,0.1313,0.0914,-2.0000,1.0000,-10.9711,1477.9475
262.6,16.4049,75.9591,40.1544,7.3038,1.0687,0.1330,0.0897,-2.0000,1.0000,-12.8391,1311.7924
262.7,12.6664,75.2625,40.1927,7.0483,1.0297,0.1345,0.0888,-2.0000,1.0000,-11.3695,805.3605
262.8,19.4142,74.8545,40.3329,7.1629,1.0465,0.1347,0.0860,-2.0000,1.0000,-9.9067,829.6010
262.9,15.8650,74.7087,40.5421,7.0245,1.0263,0.1367,0.0831,-3.0000,1.0000,-9.5284,928.1215
263.0,16.6831,74.7895,40.4977,6.9944,1.0217,0.1392,0.0811,-2.0000,1.0000,-10.7220,813.4663
263.1,16.5965,75.2123,40.9418,7.1087,1.0379,0.1431,0.0836,-2.0000,1.0000,-11.2467,830.0033
263.2,12.9662,75.2828,41.1196,6.8850,1.0052,0.1494,0.0879,-2.0000,1.0000,-22.0150,3075.9785
263.3,21.0491,75.3698,41.3205,6.9246,1.0110,0.1589,0.0951,-2.0000,1.0000,-14.9002,1017.4641
263.4,17.3954,76.1704,42.0209,7.0217,1.0253,0.1723,0.1084,-3.0000,1.0000,-10.6253,880.4900
263.5,21.1374,76.9770,42.9655,6.8780,1.0047,0.1872,0.1223,-3.0000,1.0000,-12.4468,623.6206
263.6,13.7757,77.3874,44.1120,6.7213,0.9829,0.2048,0.1395,-4.0000,1.0000,-16.4234,564.9491
263.7,17.8198,77.1214,44.3213,6.5138,0.9539,0.2233,0.1565,-2.0000,1.0000,-20.5644,635.1613
263.8,18.7074,76.9672,44.8725,6.6304,0.9735,0.2418,0.1731,-3.0000,1.0000,-20.4304,1000.2527
263.9,17.4479,76.3831,45.1775,5.8078,0.8527,0.2587,0.1885,-3.0000,1.0000,-21.4484,943.2900
264.0,21.8868,76.5473,45.3356,5.8544,0.8628,0.2715,0.1992,-3.0000,1.0000,-21.5171,768.8639
264.1,14.7699,78.0053,45.8526,5.9715,0.8840,0.2791,0.2111,-4.0000,1.0000,-22.2378,888.6166
264.2,19.0624,79.2434,46.0392,6.5110,0.9673,0.2802,0.2151,-2.0000,1.0000,-14.9303,1136.7484
264.3,19.0510,81.1532,46.7353,6.9683,1.0353,0.2797,0.2133,-3.0000,1.0000,-14.5986,807.6793
264.4,17.8095,83.1387,47.4609,6.6646,0.9902,0.2757,0.2032,-3.0000,1.0000,-11.6821,1217.7573
264.5,20.7503,82.6637,49.1186,6.4683,0.9610,0.2716,0.1897,-3.0000,1.0000,-9.9998,890.8957
264.6,13.7602,82.9057,51.2908,6.4426,0.9572,0.2670,0.1747,-4.0000,1.0000,-12.6305,716.5461
264.7,17.1642,84.1077,51.7858,6.3449,0.9437,0.2604,0.1642,-3.0000,1.0000,-23.4419,1927.3307
264.8,17.7157,85.6307,52.6439,6.4474,0.9633,0.2555,0.1615,-3.0000,1.0000,-16.2371,1211.2281
264.9,17.6620,88.0541,53.0072,6.6267,0.9901,0.2523,0.1644,-4.0000,1.0000,-16.6149,1860.8528
265.0,20.9086,90.0596,53.4576,6.7364,1.0065,0.2518,0.1721,-3.0000,1.0000,-15.6108,1155.8430
265.1,13.3133,91.7388,54.2779,6.8525,1.0238,0.2541,0.1824,-5.0000,1.0000,-11.1998,1121.6823
265.2,16.5264,91.9937,55.1650,6.6036,0.9866,0.2584,0.1905,-2.0000,0.0000,-12.2878,581.4351
265.3,19.8189,92.1194,56.3484,6.7745,1.0122,0.2648,0.1922,-4.0000,1.0000,-16.4943,2525.2144
265.4,14.2264,92.9853,57.5573,6.8461,1.0229,0.2704,0.1949,-5.0000,1.0000,-10.0203,859.2998
265.5,19.8584,93.8186,57.9392,6.8532,1.0239,0.2710,0.1989,-2.0000,0.0000,-9.5521,726.1049
265.6,13.9740,94.7760,58.5244,6.9503,1.0385,0.2714,0.2023,-3.0000,0.0000,-18.2968,919.0346
265.7,16.4072,95.2506,58.9738,6.5617,0.9804,0.2686,0.2012,-2.0000,0.0000,-15.2679,904.1297
265.8,19.3023,96.0596,59.1468,6.8501,1.0235,0.2655,0.1972,-3.0000,0.0000,-25.3345,2073.7065
265.9,13.5711,96.6901,59.2645,6.8320,1.0208,0.2614,0.1921,-4.0000,0.0000,-16.9161,828.4610
266.0,18.6394,97.0621,59.2399,6.7252,1.0048,0.2555,0.1839,-2.0000,0.0000,-15.5620,863.7910
266.1,13.2188,97.1540,59.4824,6.7971,1.0155,0.2511,0.1778,-4.0000,0.0000,-19.4489,1238.2609
266.2,15.8581,97.6520,59.6128,6.5538,0.9789,0.2444,0.1737,-2.0000,0.0000,-24.6641,1580.2516
266.3,17.9309,98.0585,59.7705,6.6353,0.9858,0.2410,0.1730,-3.0000,0.0000,-18.5868,723.2877
266.4,12.1866,99.3780,60.2587,6.4814,0.9594,0.2388,0.1725,-4.0000,0.0000,-18.2167,535.8135
266.5,18.0150,100.5925,60.2647,6.4829,0.9554,0.2373,0.1722,-2.0000,0.0000,-19.9216,820.1872
266.6,12.3962,102.2570,60.5006,5.8913,0.8645,0.2407,0.1741,-4.0000,0.0000,-21.4780,908.5746
266.7,14.3255,103.6214,60.4300,5.7481,0.8405,0.2463,0.1763,-2.0000,0.0000,-21.6738,911.6791
266.8,15.7481,105.9136,59.6321,5.9081,0.8627,0.2562,0.1818,-4.0000,0.0000,-21.3642,947.8846
266.9,11.1328,109.7035,58.4223,5.9111,0.8632,0.2664,0.1941,-5.0000,0.0000,-22.2627,892.6899
267.0,15.8545,111.6561,57.8754,5.8609,0.8554,0.2740,0.2115,-2.0000,0.0000,-22.8941,1050.5668
267.1,10.8027,115.0013,56.3487,6.6629,0.9723,0.2810,0.2306,-4.0000,0.0000,-22.9185,1387.2363
267.2,13.1656,116.2722,55.8126,6.5334,0.9518,0.2811,0.2465,-1.0000,0.0000,-15.7123,986.4525
267.3,15.3969,117.5970,54.6958,6.8755,0.9946,0.2805,0.2533,-2.0000,0.0000,-8.7826,797.6168
267.4,10.6932,119.2787,52.7956,7.1757,1.0160,0.2771,0.2506,-2.0000,0.0000,-8.4195,1002.3088
267.5,15.0255,119.9237,52.0899,7.2108,1.0024,0.2658,0.2421,-1.0000,0.0000,-15.8887,959.9366
267.6,13.6508,121.0727,50.4468,7.4583,1.0169,0.2550,0.2263,-2.0000,0.0000,-17.6152,869.4669
267.7,10.4162,121.7696,49.2831,7.5503,1.0108,0.2396,0.2007,-2.0000,0.0000,-17.7208,3432.8218
267.8,14.9873,121.7640,49.1000,7.6750,1.0231,0.2225,0.1756,-1.0000,0.0000,-13.6254,1155.8594
267.9,10.2548,121.3356,48.7891,7.7183,1.0245,0.2074,0.1481,-2.0000,0.0000,-17.1884,1965.4111
268.0,14.9612,121.0490,48.6166,7.7296,1.0241,0.1934,0.1260,-1.0000,0.0000,-14.7552,953.2002
268.1,13.1714,120.0612,48.2309,7.9861,1.0523,0.1826,0.1109,2.0000,0.0000,-18.8385,2745.7284
268.2,10.4051,119.8976,47.7788,8.1075,1.0616,0.1737,0.1067,1.0000,0.0000,-19.3875,1389.6203
268.3,14.7389,119.7612,47.4496,8.2697,1.0798,0.1677,0.1080,1.0000,0.0000,-18.5849,864.6696
268.4,10.2780,118.3982,47.6980,8.1918,1.0675,0.1661,0.1105,2.0000,0.0000,-21.0028,1154.2716
268.5,14.8709,117.8753,47.9365,8.1329,1.0579,0.1668,0.1123,1.0000,0.0000,-21.4954,1049.7746
268.6,12.8909,116.6162,48.3120,7.5229,0.9758,0.1693,0.1128,2.0000,0.0000,-28.8345,1328.7570
268.7,9.8996,115.8702,48.4057,7.4802,0.9684,0.1718,0.1140,1.0000,0.0000,-29.2473,1423.5876
268.8,14.4607,115.1749,48.4412,7.6452,0.9871,0.1731,0.1157,1.0000,0.0000,-19.9009,745.0444
268.9,9.6273,114.2760,48.6235,7.6283,0.9689,0.1753,0.1172,2.0000,0.0000,-22.6878,1236.2695
269.0,14.1649,113.8282,48.7236,7.5444,0.9376,0.1752,0.1175,1.0000,0.0000,-29.7889,1135.7098
269.1,11.8587,113.1943,48.6425,7.6722,0.9448,0.1739,0.1171,1.0000,0.0000,-28.4603,1395.9026
269.2,8.6517,112.7597,48.4964,7.7003,0.9434,0.1696,0.1158,1.0000,0.0000,-17.2914,776.5789
269.3,12.7960,112.1820,48.5587,7.7606,0.9429,0.1632,0.1106,1.0000,0.0000,-19.7401,678.8645
269.4,10.3301,110.9842,48.5875,8.5562,1.0170,0.1569,0.1020,1.0000,0.0000,-19.9561,1564.4627
269.5,10.0426,110.1363,48.7115,8.6170,1.0035,0.1487,0.0924,1.0000,0.0000,-10.2749,756.7553
269.6,10.1842,109.4572,48.7230,8.7617,1.0083,0.1402,0.0843,1.0000,0.0000,-9.2215,951.5722
269.7,7.3965,108.6236,48.9004,8.8735,1.0063,0.1318,0.0741,1.0000,0.0000,-10.7054,560.0664
269.8,11.6775,108.1011,49.0700,8.9426,1.0039,0.1237,0.0655,1.0000,0.0000,-14.9639,1706.9973
269.9,9.4086,107.4120,49.1282,9.0486,1.0059,0.1156,0.0592,1.0000,0.0000,-9.9519,611.1561
270.0,9.0723,106.7545,49.0859,9.1190,1.0039,0.1068,0.0551,1.0000,0.0000,-15.1812,932.5909
270.1,9.0319,106.0506,49.2163,9.1843,1.0036,0.0990,0.0521,1.0000,0.0000,-13.8148,1167.9519
270.2,6.1332,105.3829,49.2567,9.2471,1.0034,0.0910,0.0499,1.0000,0.0000,-11.3113,1417.5383
270.3,9.8953,104.9141,49.2670,9.3227,1.0041,0.0846,0.0481,0.0000,0.0000,-11.5445,712.4356
270.4,7.8670,103.9396,49.3507,9.4952,1.0161,0.0797,0.0469,1.0000,0.0000,-12.6778,821.2630
270.5,7.6732,103.2006,49.3213,9.6044,1.0221,0.0744,0.0456,1.0000,0.0000,-15.8132,1012.1412
270.6,7.4796,102.4421,49.4132,9.6368,1.0221,0.0692,0.0447,1.0000,0.0000,-15.7704,900.6550
270.7,5.1404,101.7920,49.4839,9.7747,1.0356,0.0634,0.0421,1.0000,0.0000,-19.2309,747.8589
270.8,8.7360,101.3456,49.5565,9.8444,1.0420,0.0568,0.0384,0.0000,0.0000,-15.7695,1002.4910
270.9,7.6051,100.4897,49.7415,10.0097,1.0594,0.0494,0.0330,1.0000,0.0000,-20.6932,855.0917
271.0,8.4368,99.5014,50.2768,9.5108,1.0041,0.0407,0.0283,1.0000,0.0000,-22.2944,863.9533
271.1,1.8234,98.9611,50.6897,9.7496,1.0259,0.0327,0.0243,1.0000,0.0000,-23.5208,751.6523
271.2,3.3239,100.3850,50.5490,9.8073,1.0303,0.0260,0.0194,0.0000,0.0000,-25.6629,739.0551
271.3,3.6148,100.3639,50.4957,9.8108,1.0265,0.0210,0.0159,0.0000,0.0000,-22.2024,889.7461
271.4,4.8488,100.2733,50.4905,9.7535,1.0165,0.0179,0.0123,0.0000,0.0000,-24.3163,617.6393
271.5,5.2916,100.1507,50.4303,9.6059,1.0001,0.0167,0.0104,0.0000,0.0000,-33.8286,698.6697
271.6,5.7888,100.3513,50.3857,9.5868,0.9979,0.0171,0.0077,0.0000,0.0000,-31.1060,1231.4234
271.7,5.2776,99.9396,50.5197,9.6074,0.9985,0.0190,0.0071,0.0000,0.0000,-21.3103,564.4355
271.8,6.7890,99.5480,50.5419,9.5276,0.9829,0.0221,0.0106,0.0000,0.0000,-26.5284,502.6411
271.9,7.1040,99.0074,50.4158,9.3668,0.9611,0.0268,0.0179,0.0000,0.0000,-32.0618,670.2306
272.0,7.6029,98.5268,50.0117,9.4479,0.9694,0.0328,0.0292,0.0000,0.0000,-21.1072,1186.9486
272.1,6.8583,98.9717,49.4900,9.4484,0.9689,0.0397,0.0439,0.0000,0.0000,-18.7017,526.4236
272.2,8.8229,99.4534,48.8944,9.4259,0.9666,0.0471,0.0570,0.0000,0.0000,-19.9608,576.4395
272.3,9.4386,100.0662,48.0196,9.4304,0.9671,0.0551,0.0651,0.0000,0.0000,-18.8652,818.3563
272.4,10.2883,100.9166,47.0979,9.4476,0.9688,0.0624,0.0660,0.0000,0.0000,-12.7788,1002.8593
272.5,8.7949,101.6672,46.1526,10.3446,1.0608,0.0676,0.0643,0.0000,0.0000,-11.5630,1178.5568
272.6,10.5417,101.5010,45.7190,10.4082,1.0673,0.0725,0.0570,0.0000,0.0000,-8.8722,1098.2599
272.7,11.2541,101.3262,45.1199,10.5224,1.0790,0.0784,0.0475,0.0000,0.0000,-12.8745,758.4997
272.8,11.7157,101.0078,44.6088,10.5984,1.0868,0.0864,0.0416,0.0000,0.0000,-20.7128,3004.4887
272.9,12.6047,100.2737,44.1991,10.7500,1.1024,0.0953,0.0433,0.0000,0.0000,-13.4752,1045.5267
273.0,11.2604,99.0390,43.9881,10.8263,1.1102,0.1071,0.0529,0.0000,0.0000,-16.6347,1119.6130
273.1,13.4169,98.1409,43.7443,10.8531,1.1130,0.1193,0.0690,0.0000,0.0000,-17.1200,683.5952
273.2,16.4657,96.9563,43.4418,11.1048,1.1388,0.1327,0.0872,1.0000,0.0000,-21.7356,1740.6601
273.3,15.6352,95.2448,42.9300,11.2076,1.1499,0.1461,0.1049,0.0000,1.0000,-21.2844,1627.8309
273.4,16.5321,93.5330,42.5671,11.2687,1.1647,0.1573,0.1226,1.0000,0.0000,-13.4092,1545.5761
273.5,14.8444,92.0091,42.2132,11.2032,1.1662,0.1661,0.1403,1.0000,0.0000,-10.4209,700.6769
273.6,17.5241,91.3398,41.7272,11.1988,1.1657,0.1747,0.1564,1.0000,0.0000,-18.2176,900.7888
273.7,18.7139,90.2532,41.2698,11.2748,1.1739,0.1839,0.1709,1.0000,1.0000,-16.1691,799.4702
273.8,19.4780,88.9874,40.5875,11.2979,1.1775,0.1926,0.1816,1.0000,1.0000,-13.3734,1172.3680
273.9,17.5113,87.1519,39.7183,11.0540,1.1540,0.2006,0.1901,1.0000,1.0000,-10.8739,986.4680
274.0,20.4466,85.4208,38.7864,10.8562,1.1362,0.2065,0.1922,1.0000,0.0000,-15.0344,534.1250
274.1,20.9498,83.1084,37.3560,10.6818,1.1206,0.2115,0.1919,2.0000,1.0000,-20.2720,1437.7445
274.2,22.7491,80.2254,35.4028,10.6491,1.1224,0.2126,0.1906,2.0000,1.0000,-10.3905,710.7875
274.3,23.0698,76.4206,33.0639,9.7428,1.0312,0.2121,0.1956,2.0000,1.0000,-20.4934,572.6763
274.4,20.6724,73.8725,31.3177,9.5376,1.0095,0.2072,0.2053,3.0000,1.0000,-12.1376,855.3335
274.5,22.9855,73.2371,30.7408,9.8709,1.0448,0.2016,0.2118,2.0000,1.0000,-15.3010,2335.3466
274.6,23.2620,72.4166,30.2539,9.5715,1.0140,0.1989,0.2158,3.0000,1.0000,-15.5991,898.5261
274.7,22.7431,72.7304,30.5715,9.6030,1.0185,0.1987,0.2169,4.0000,1.0000,-19.4732,947.3262
274.8,20.5873,73.6744,32.1055,9.1110,0.9828,0.1993,0.2209,3.0000,1.0000,-15.2933,933.7223
274.9,22.9742,73.3581,33.0698,8.8202,0.9838,0.2021,0.2152,2.0000,1.0000,-13.1584,772.2517
275.0,23.0400,73.7913,35.2541,8.5672,0.9854,0.2052,0.2007,3.0000,1.0000,-16.7031,545.6325
275.1,23.7487,74.1413,36.4796,7.9666,0.9637,0.2053,0.1902,3.0000,1.0000,-19.0171,583.0602
275.2,21.1224,73.2236,35.5822,7.3431,0.9593,0.2067,0.1858,3.0000,1.0000,-21.1439,1286.3630
275.3,27.0881,71.0250,33.4469,7.1128,0.9841,0.2086,0.1857,2.0000,1.0000,-21.4458,1012.5746
275.4,26.3097,68.4542,32.0094,6.9386,0.9876,0.2115,0.1903,4.0000,2.0000,-22.1270,734.6703
275.5,26.3999,70.7476,33.1496,6.3904,0.9323,0.2088,0.1966,4.0000,2.0000,-23.0570,560.1239
275.6,26.9799,71.1996,35.3661,6.4983,0.9760,0.2118,0.2110,6.0000,-1.0000,-22.5265,798.6931
275.7,27.6707,75.2562,38.1810,6.3786,0.9780,0.2154,0.2167,5.0000,-1.0000,-22.0141,713.7095
275.8,24.9007,76.2589,41.6600,6.4487,0.9962,0.2229,0.2408,5.0000,-1.0000,-22.3927,628.9251
275.9,27.8701,80.4471,43.5399,6.7708,1.0545,0.2257,0.2518,4.0000,-1.0000,-29.7057,740.6553
276.0,27.2625,81.3325,46.9456,6.5458,1.0241,0.2294,0.2611,5.0000,-1.0000,-21.1674,332.7531
276.1,27.9163,83.1496,48.6950,6.3936,1.0014,0.2228,0.2530,4.0000,0.0000,-24.0483,438.4117
276.2,22.3454,83.6010,49.2809,6.0886,0.9671,0.2145,0.2370,4.0000,0.0000,-26.9898,566.3482
276.3,20.9945,83.7577,49.6707,6.2124,1.0101,0.2050,0.2105,3.0000,0.0000,-18.3449,1850.9934
276.4,17.6842,84.9130,49.5105,5.9339,0.9871,0.1941,0.1763,4.0000,0.0000,-11.0157,716.8474
276.5,17.5761,87.6105,50.0940,5.6351,0.9726,0.1848,0.1463,4.0000,0.0000,-10.0716,867.8345
276.6,14.7371,89.4753,51.6898,5.5796,0.9871,0.1809,0.1286,3.0000,0.0000,-13.5274,2782.9512
276.7,16.6813,91.5764,52.5553,5.6540,1.0013,0.1815,0.1324,2.0000,0.0000,-14.9114,993.1288
276.8,16.4461,93.8716,53.5717,5.6422,1.0006,0.1870,0.1507,3.0000,0.0000,-16.7530,805.8609
276.9,16.3478,95.2353,54.5479,5.6516,1.0079,0.1982,0.1710,3.0000,0.0000,-17.1417,812.0636
277.0,15.0759,96.2174,55.5601,5.5399,0.9964,0.2137,0.1902,2.0000,1.0000,-20.8206,678.9257
277.1,15.4127,96.6922,56.5546,5.0398,0.9475,0.2332,0.2012,2.0000,1.0000,-21.8357,806.2898
277.2,14.9850,97.0415,57.4340,4.7450,0.9354,0.2576,0.2108,2.0000,1.0000,-27.9015,646.0776
277.3,14.6726,98.5877,58.0527,4.4277,0.8779,0.2852,0.2305,2.0000,1.0000,-31.0109,658.6290
277.4,16.6930,101.0610,58.0929,4.4379,0.8865,0.3176,0.2641,1.0000,1.0000,-21.6641,844.5750
277.5,15.9779,105.9802,57.4572,4.4256,0.9007,0.3520,0.3088,1.0000,2.0000,-20.5800,597.9343
277.6,13.4104,111.7652,56.0137,5.0978,1.0505,0.3852,0.3735,1.0000,2.0000,-19.7008,1354.0845
277.7,15.0057,115.8433,55.0688,5.0474,1.0401,0.4108,0.4499,1.0000,1.0000,-13.9626,1965.4628
277.8,16.5202,120.4351,53.0073,4.9723,1.0247,0.4344,0.5174,1.0000,1.0000,-11.6966,970.9729
277.9,13.4913,126.1039,49.3519,4.8542,1.0003,0.4557,0.5607,1.0000,1.0000,-18.0597,1849.6782
278.0,13.2983,130.7169,45.0601,4.8173,0.9927,0.4627,0.5852,0.0000,1.0000,-18.5786,1761.9100
278.1,15.0961,134.8444,41.7023,4.5556,0.9388,0.4604,0.5884,0.0000,1.0000,-14.1461,1146.5970
278.2,16.2042,139.3919,37.4807,4.2380,0.8733,0.4505,0.5488,0.0000,1.0000,-14.3431,1052.1199
278.3,10.6879,144.7289,30.3790,3.8173,0.7866,0.4287,0.4974,0.0000,2.0000,-18.7981,3427.1852
278.4,12.5393,146.7372,28.4665,3.7092,0.7644,0.3926,0.4417,0.0000,1.0000,-11.2918,616.9795
278.5,12.4307,147.6179,28.9037,3.7552,0.7738,0.3574,0.3983,0.0000,2.0000,-12.2144,1097.8775
